,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,2020 Election Stance,Trump,Trump Date,Club for Growth,Party Committee,Renew America,E-PAC,VIEW PAC,Maggie's List,Winning for Women,Race,Lastname_x,Firstname_x,Fuzzy_Firstname,Fuzzy_Lastname,Num Endorcements,Ethnicity,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
669,Eric Schmitt,Male,White,,,No,No,Missouri,8/2/22,Senator,,299282,46,Won,0,0,,Fully denied,Yes,8/1/22,,,,,No,No,,White,SCHMITT,ERIC,ERIC,SCHMITT,0,[],S2MO00544,"SCHMITT, ERIC",O,2,REP,6566085.82,615153.39,6436848.26,119212.52,0.0,132137.56,0.0,0.0,0.0,0.0,0.0,186027.4,5273782.43,MO,0.0,,,,,,672143.0,5000.0,12/31/2022,47160.57,5000.0,SCHMITT,ERIC
670,Billy Long,Male,White,,,No,No,Missouri,8/2/22,Senator,,32603,5,Lost,0,0,,Fully denied,No,,,,,,No,No,,White,LONG,BILLY,BILLY,LONG,0,[],H0MO07113,"LONG, BILLY MR.",I,2,REP,2205145.08,52519.83,2658242.62,0.0,475110.68,22013.14,0.0,750000.0,0.0,620000.0,0.0,130000.0,1097390.08,MO,0.0,,,,,,210750.0,0.0,12/31/2022,283763.55,22600.0,LONG,BILLY
672,Eric Greitens,Male,White,,,No,No,Missouri,8/2/22,Senator,,124155,19,Lost,0,0,,Fully denied,Yes,8/1/22,,,,,No,No,,White,GREITENS,ERIC,ERIC,GREITENS,0,[],S2MO00536,"GREITENS, ERIC",O,2,REP,2310820.4,587923.9,2298040.93,251710.9,0.0,12779.47,25447.68,30000.0,0.0,0.0,0.0,116453.04,1572018.35,MO,0.0,,,,,,23600.0,0.0,12/31/2022,73612.17,7900.0,GREITENS,ERIC
673,Vicky Hartzler,Female,White,,,No,No,Missouri,8/2/22,Senator,,144903,22,Lost,0,0,,Fully denied,No,,,,,,Yes,Yes,,White,HARTZLER,VICKY,VICKY,HARTZLER,2,[],H0MO04086,"HARTZLER, VICKY",I,2,REP,3813033.25,35074.61,4456982.28,12711.13,645431.93,1482.9,0.0,0.0,0.0,0.0,0.0,1000.0,3202048.01,MO,4.0,,,,,,550900.0,0.0,12/31/2022,729892.3,64900.0,HARTZLER,VICKY
675,Mark McCloskey,Male,White,,,No,No,Missouri,8/2/22,Senator,,19540,3,Lost,0,0,,Fully denied,No,,,,,,No,No,,White,MCCLOSKEY,MARK,MARK,MCCLOSKEY,0,[],S2MO00585,"MCCLOSKEY, MARK T",O,2,REP,1105913.7,0.0,1105913.7,0.0,0.0,0.0,0.0,9650.99,0.0,0.0,0.0,0.0,1060957.38,MO,0.0,,,,,,1000.0,0.0,12/31/2022,46867.44,0.0,MCCLOSKEY,MARK
676,Robert Allen,Male,Unknown,,,No,No,Missouri,8/2/22,Senator,,2111,0,Lost,0,0,,No comment,No,,,,,,No,No,,Unknown,ALLEN,ROBERT,ROBERT,ALLEN,0,[],S2MO00775,"ALLEN, ROBERT",O,2,REP,4192.29,0.0,3817.29,0.0,0.0,375.0,3817.29,0.0,0.0,0.0,0.0,0.0,375.0,MO,,,,,,,0.0,0.0,09/30/2022,0.0,0.0,ALLEN,ROBERT
677,Dave Schatz,Male,White,,,No,No,Missouri,8/2/22,Senator,,7509,1,Lost,0,0,,No comment,No,,,,,,No,No,,White,SCHATZ,DAVE,DAVE,SCHATZ,0,[],S2MO00643,"SCHATZ, DAVE",O,2,REP,2311160.44,0.0,2311160.44,0.0,0.0,0.0,0.0,2000000.0,0.0,1256058.34,0.0,0.0,303360.44,MO,0.0,,,,,,7800.0,0.0,12/31/2022,19400.0,0.0,SCHATZ,DAVE
678,Andrew Jones,Male,Black,,,No,No,Missouri,8/2/22,Representative,1,6937,42,Won,0,0,,No comment,No,,,,,,,,,Black,JONES,ANDREW,ANDREW,JONES,0,[],H2MO01179,"JONES, ANDREW M JR",C,2,REP,49116.03,0.0,48509.79,0.0,0.0,606.24,0.0,0.0,0.0,0.0,0.0,0.0,47807.03,MO,1.0,,,,,,999.0,304.0,12/31/2022,20.0,0.0,JONES,ANDREW
679,Ann Wagner,Female,White,,,Yes,No,Missouri,8/2/22,Representative,2,54440,67,Won,0,0,,Fully accepted,No,,,,,,Yes,Yes,,White,WAGNER,ANN,ANN,WAGNER,2,[],H2MO02102,"WAGNER, ANN L.",I,2,REP,4884445.83,278710.04,3540409.26,0.0,113442.92,1457479.49,0.0,0.0,0.0,0.0,0.0,0.0,2818924.33,MO,2.0,,,,,,1711977.56,1000.0,12/31/2022,149484.62,7900.0,WAGNER,ANN
680,Tony Salvatore,Male,White,,,No,Yes,Missouri,8/2/22,Representative,2,12516,15,Lost,0,0,,No comment,No,,,,,,No,No,,White,SALVATORE,TONY,TONY,SALVATORE,0,[],H2MO02227,"SALVATORE, TONY",C,2,REP,13024.06,0.0,13024.06,0.0,0.0,0.0,4460.7,6494.63,0.0,0.0,0.0,0.0,2068.73,MO,2.0,,,,,,0.0,0.0,08/16/2022,381.57,0.0,SALVATORE,TONY
681,Brandon Wilkinson,Male,White,,,No,Yes,Missouri,8/2/22,Representative,3,15796,17,Lost,0,0,,Raised questions,No,,,,,,,,,White,WILKINSON,BRANDON,BRANDON,WILKINSON,0,[],H0MO03237,"WILKINSON, BRANDON",C,2,REP,36943.99,0.0,34653.84,0.0,437.59,2727.74,75.0,7718.85,0.0,0.0,0.0,18918.85,29150.14,MO,3.0,,,,,,0.0,0.0,07/15/2022,0.0,0.0,WILKINSON,BRANDON
682,Dustin Hill,Male,White,,,No,Yes,Missouri,8/2/22,Representative,3,11610,12,Lost,0,0,,No comment,No,,,,,,,,,White,HILL,DUSTIN,DUSTIN,HILL,0,[],H2MO03175,"HILL, DUSTIN ANTHONY",C,2,REP,37160.0,0.0,36387.43,0.0,0.0,960.02,5020.0,25000.0,0.0,0.0,0.0,0.0,7140.0,MO,3.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,HILL,DUSTIN
683,"Jim ""Soupy"" Campbell",Male,White,,,No,No,Missouri,8/2/22,Representative,4,4642,4,Lost,0,0,,No comment,No,,,,,,No,,,White,CAMPBELL,JIM,JIM,CAMPBELL,0,[],H2MO04231,"CAMPBELL, JIM SOUPY",O,2,REP,1010014.54,0.0,1010014.54,0.0,0.0,0.0,0.0,1003964.54,0.0,1003964.54,0.0,0.0,6050.0,MO,4.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,CAMPBELL,JIM
684,"William ""Bill"" Irwin",Male,White,,,No,No,Missouri,8/2/22,Representative,4,9648,9,Lost,0,0,,Avoided answering,No,,,,,,No,,,White,IRWIN,WILLIAM,WILLIAM,IRWIN,0,[],H2MO04223,"IRWIN, WILLIAM",O,2,REP,268958.51,0.0,268958.51,0.0,0.0,0.0,7926.3,150000.0,0.0,44656.4,0.0,0.0,98532.21,MO,4.0,,,,,,6500.0,6000.0,08/29/2022,1272.0,5000.0,IRWIN,WILLIAM
685,Mark Alford,Male,White,,,No,No,Missouri,8/2/22,Representative,4,36981,35,Won,0,0,,Raised questions,No,,,,,,No,,,White,ALFORD,MARK,MARK,ALFORD,0,[],H2MO04207,"ALFORD, MARK",O,2,REP,1038063.25,20925.0,981421.09,0.0,0.0,56642.16,0.0,0.0,0.0,0.0,0.0,9665.0,824893.82,MO,4.0,,,,,,192244.43,0.0,12/31/2022,0.0,0.0,ALFORD,MARK
686,Kalena Bruce,Female,White,,,No,No,Missouri,8/2/22,Representative,4,16677,16,Lost,0,0,,Avoided answering,No,,,,,,Yes,,,White,BRUCE,KALENA,KALENA,BRUCE,1,[],H2MO04173,"BRUCE, KALENA",O,2,REP,409509.72,0.0,409509.72,0.0,0.0,0.0,0.0,155100.0,0.0,155000.0,0.0,0.0,191909.52,MO,4.0,,,,,,50500.0,12000.0,12/31/2022,8905.0,10000.0,BRUCE,KALENA
687,Taylor Burks,Male,White,,,No,No,Missouri,8/2/22,Representative,4,10624,10,Lost,0,0,,Avoided answering,No,,,,,,No,,,White,BURKS,TAYLOR,TAYLOR,BURKS,0,[],H2MO04140,"BURKS, TAYLOR",O,2,REP,917217.01,0.0,916744.99,0.0,0.0,472.02,22619.82,76715.68,0.0,0.0,0.0,76715.68,783900.87,MO,4.0,,,,,,33500.0,0.0,12/31/2022,18600.0,0.0,BURKS,TAYLOR
688,Kyle Stonner LaBrue,Male,White,,,No,No,Missouri,8/2/22,Representative,4,4026,4,Lost,0,0,,Avoided answering,No,,,,,,No,,,White,LABRUE,KYLE,KYLE,LABRUE,0,[],H2MO04215,"LABRUE, KYLE STONNER",O,2,REP,18142.5,0.0,18207.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18142.5,MO,4.0,,,,,,0.0,0.0,08/15/2022,0.0,0.0,LABRUE,KYLE
689,Jerry W. Barham,Male,White,,,No,No,Missouri,8/2/22,Representative,5,13246,33,Lost,0,0,,No comment,No,,,,,,,,,White,BARHAM,JERRY,JERRY,BARHAM,0,[],H2MO05378,"BARHAM, JERRY",C,2,REP,114405.0,0.0,113608.89,0.0,0.0,796.11,0.0,114092.0,0.0,0.0,0.0,114092.0,313.0,MO,5.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BARHAM,JERRY
690,Jacob Turk,Male,White,,,No,No,Missouri,8/2/22,Representative,5,20475,52,Won,0,0,,Raised questions,No,,,,,,,,,White,TURK,JACOB,JACOB,TURK,0,[],H6MO05189,"TURK, JACOB",C,2,REP,37587.0,0.0,36844.43,0.0,0.0,742.57,0.0,0.0,0.0,0.0,0.0,0.0,28442.0,MO,5.0,,,,,,9145.0,0.0,12/31/2022,0.0,0.0,TURK,JACOB
691,Dakota Shultz,Male,White,,,No,Yes,Missouri,8/2/22,Representative,6,5902,6,Lost,0,0,,Fully denied,No,,,,,,,,,White,SHULTZ,DAKOTA,DAKOTA,SHULTZ,0,[],H2MO06236,"SHULTZ, DAKOTA",C,2,REP,12794.43,0.0,12269.44,0.0,1610.49,2135.48,8000.0,0.0,0.0,0.0,0.0,0.0,4794.43,MO,6.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,SHULTZ,DAKOTA
692,Jay Wasson,Male,White,,,No,No,Missouri,8/2/22,Representative,7,23253,23,Lost,0,0,,No comment,No,,No,,,,,,,White,WASSON,JAY,JAY,WASSON,0,[],H2MO07168,"WASSON, JAY",O,2,REP,1468904.36,0.0,1468904.36,0.0,0.0,0.0,0.0,825000.0,0.0,286516.73,0.0,0.0,587928.95,MO,7.0,,,,,,55975.0,0.0,08/30/2022,54730.0,0.0,WASSON,JAY
693,Eric Burlison,Male,White,,,No,No,Missouri,8/2/22,Representative,7,39443,38,Won,0,0,,Raised questions,No,,Yes,,,,,,,White,BURLISON,ERIC,ERIC,BURLISON,1,[],H2MO07143,"BURLISON, ERIC",O,2,REP,1081116.19,59347.25,899520.91,0.0,0.0,181595.28,0.0,0.0,0.0,0.0,0.0,0.0,897368.94,MO,7.0,,,,,,124400.0,0.0,12/31/2022,0.0,2000.0,BURLISON,ERIC
694,Sam Alexander,Male,White,,,No,No,Missouri,8/2/22,Representative,7,5665,5,Lost,0,0,,Raised questions,No,,No,,,,,,,White,ALEXANDER,SAM,SAM,ALEXANDER,0,[],H2MO07127,"ALEXANDER, SAM DR",O,2,REP,174617.22,0.0,174617.22,0.0,0.0,0.0,0.0,99000.0,0.0,34792.33,0.0,0.0,73617.22,MO,7.0,,,,,,2000.0,0.0,08/18/2022,0.0,0.0,ALEXANDER,SAM
695,Alex Bryant,Male,Black,,,No,No,Missouri,8/2/22,Representative,7,18522,18,Lost,0,0,,No comment,No,,No,,,,,,,Black,BRYANT,ALEX,ALEX,BRYANT,0,[],H2MO07184,"BRYANT, ALEX L",O,2,REP,218333.73,0.0,218333.73,0.0,0.0,0.0,24268.93,0.0,0.0,0.0,0.0,0.0,191064.8,MO,7.0,,,,,,0.0,0.0,09/30/2022,10000.0,0.0,BRYANT,ALEX
696,Paul Walker,Male,White,,,No,No,Missouri,8/2/22,Representative,7,3028,3,Lost,0,0,,Raised questions,No,,No,,,,,,,White,WALKER,PAUL,PAUL,WALKER,0,[],H8KY01074,"WALKER, PAUL",C,1,DEM,0.0,0.0,1554.28,0.0,1554.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KY,1.0,,,,,,0.0,0.0,12/27/2022,0.0,0.0,WALKER,PAUL
698,Mike Moon,Male,White,,,No,No,Missouri,8/2/22,Representative,7,8957,9,Lost,0,0,,Raised questions,No,,No,,,,,,,White,MOON,MIKE,MIKE,MOON,0,[],H2MO07135,"MOON, MIKE",O,2,REP,177671.42,0.0,177671.42,0.0,0.0,0.0,0.0,13800.0,0.0,13800.0,0.0,0.0,163871.42,MO,7.0,,,,,,0.0,0.0,12/31/2022,21506.0,0.0,MOON,MIKE
699,Jason Smith,Male,White,,,Yes,No,Missouri,8/2/22,Representative,8,78342,82,Won,0,0,,Fully denied,Yes,7/30/22,,,,,,,,White,SMITH,JASON,JASON,SMITH,0,[],H4MO08162,"SMITH, JASON T",I,2,REP,3198303.83,102794.75,4242035.61,0.0,1531679.58,487947.8,0.0,0.0,0.0,0.0,0.0,0.0,1666683.69,MO,8.0,,,,,,1420703.57,0.0,12/31/2022,1660.0,1000.0,SMITH,JASON
700,Tiffany Smiley,Female,White,,,No,No,Washington,8/2/22,Senator,,646917,81,Won,0,0,,Accepted with reservations,No,,,,,,Yes,,Yes,White,SMILEY,TIFFANY,TIFFANY,SMILEY,2,[],S2WA00387,"SMILEY, TIFFANY",C,2,REP,21007197.75,353988.71,20812701.2,8825.18,0.0,194496.55,6390.0,0.0,0.0,0.0,0.0,1000430.51,20162092.88,WA,0.0,,,,,,394404.0,66114.25,12/31/2022,348318.75,500.0,SMILEY,TIFFANY
701,Derek K. Chartrand,Male,White,,,No,No,Washington,8/2/22,Representative,1,11536,20,Lost,0,0,,Fully accepted,No,,,,,,,,,White,CHARTRAND,DEREK,DEREK,CHARTRAND,0,[],H0WA01124,"CHARTRAND, DEREK",C,2,REP,3700.22,0.0,4095.85,0.0,564.84,169.21,0.0,1160.0,0.0,0.0,0.0,4035.0,2445.22,WA,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,CHARTRAND,DEREK
702,Vincent J. Cavaleri,Male,White,,,No,No,Washington,8/2/22,Representative,1,32998,57,Won,0,0,,No comment,No,,,,,,,,,White,CAVALERI,VINCENT,VINCENT,CAVALERI,0,[],H2WA01252,"CAVALERI, VINCENT",C,2,REP,185847.78,0.0,179497.73,0.0,0.0,6350.05,2375.0,0.0,0.0,0.0,0.0,0.0,172268.78,WA,1.0,,,,,,0.0,11204.0,12/31/2022,0.0,0.0,CAVALERI,VINCENT
703,Dan Matthews,Male,White,,,No,No,Washington,8/2/22,Representative,2,37393,44,Won,0,0,,No comment,No,,,,,,,,,White,MATTHEWS,DAN,DAN,MATTHEWS,0,[],H2WA02177,"MATTHEWS, DAN",C,2,REP,145529.16,0.0,145529.16,0.0,0.0,0.0,1660.41,95000.0,0.0,0.0,0.0,0.0,41866.92,WA,2.0,,,,,,0.0,7000.0,12/31/2022,0.0,0.0,MATTHEWS,DAN
704,Leif Johnson,Male,White,,,No,No,Washington,8/2/22,Representative,2,5582,7,Lost,0,0,,No comment,No,,,,,,,,,White,JOHNSON,LEIF,LEIF,JOHNSON,0,[],H2WA02219,"JOHNSON, LEIF D",C,2,REP,26524.67,0.0,40460.47,0.0,600.0,54.75,7268.71,3105.65,0.0,0.0,0.0,16496.2,16150.31,WA,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,JOHNSON,LEIF
705,Vicki Kraft,Female,White,,,No,Yes,Washington,8/2/22,Representative,3,7033,5,Lost,0,0,,Fully denied,No,,,,No,,No,No,,White,KRAFT,VICKI,VICKI,KRAFT,0,[],H2WA03191,"KRAFT, VICKI CALDWELL",C,2,REP,73317.97,0.0,73317.97,0.0,0.0,0.0,1017.41,17000.0,0.0,0.0,0.0,0.0,55300.56,WA,3.0,,,,,,0.0,0.0,09/30/2022,700.0,0.0,KRAFT,VICKI
706,Leslie L. French,Male,White,,,No,Yes,Washington,8/2/22,Representative,3,1100,1,Lost,0,0,,No comment,No,,,,No,,No,No,,White,FRENCH,LESLIE,LESLIE,FRENCH,0,[],H2WA03183,"FRENCH, LESLIE LEIGH",C,2,REP,75106.53,0.0,74114.76,950.0,0.0,991.77,940.0,71500.0,0.0,25986.2,0.0,50918.58,1781.38,WA,3.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,FRENCH,LESLIE
707,Corey Gibson,Male,White,,,No,Yes,Washington,8/2/22,Representative,4,5080,5,Lost,0,0,,Raised questions,No,,,,No,,,,,White,GIBSON,COREY,COREY,GIBSON,0,[],H2WA14016,"GIBSON, COREY",C,2,REP,161431.44,0.0,192862.33,0.0,0.0,0.0,192.0,4400.0,0.0,0.0,0.0,0.0,156839.11,WA,4.0,,,,,,0.0,0.0,12/31/2022,1.0,0.0,GIBSON,COREY
708,Loren Culp,Male,White,,,No,Yes,Washington,8/2/22,Representative,4,32497,29,Lost,0,0,,Fully denied,Yes,2/9/22,,,No,,,,,White,CULP,LOREN,LOREN,CULP,0,[],H2WA04173,"CULP, LOREN",C,2,REP,349581.75,0.0,349581.75,0.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,0.0,328370.15,WA,4.0,,,,,,18400.0,0.0,11/23/2022,19545.0,5000.0,CULP,LOREN
709,Jerrod Sessler,Male,White,,,No,Yes,Washington,8/2/22,Representative,4,18495,16,Lost,0,0,,Fully denied,No,,,,No,,,,,White,SESSLER,JERROD,JERROD,SESSLER,0,[],H2WA04165,"SESSLER, JERROD",C,2,REP,534788.23,0.0,532742.55,0.0,0.0,2045.68,54127.4,351000.0,0.0,0.0,0.0,474454.19,121660.83,WA,4.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,SESSLER,JERROD
710,Dan Newhouse,Male,White,,,Yes,No,Washington,8/2/22,Representative,4,38331,34,Won,0,0,,Fully accepted,No,,,,Yes,,,,,White,NEWHOUSE,DAN,DAN,NEWHOUSE,1,[],H4WA04104,"NEWHOUSE, DAN",I,2,REP,2148295.38,0.0,2433413.22,0.0,299718.9,14601.06,0.0,0.0,0.0,0.0,0.0,0.0,952089.92,WA,4.0,,,,,,1196205.46,0.0,12/31/2022,7191.34,22500.0,NEWHOUSE,DAN
711,Sean Clynch,Male,White,,,No,Yes,Washington,8/2/22,Representative,5,16831,14,Lost,0,0,,Accepted with reservations,No,,,,,,No,No,,White,CLYNCH,SEAN,SEAN,CLYNCH,0,[],H2WA05113,"CLYNCH, SEAN R",C,2,REP,6887.04,0.0,6887.04,0.0,0.0,0.0,6867.04,0.0,0.0,0.0,0.0,0.0,20.0,WA,5.0,,,,,,0.0,0.0,01/25/2023,20.0,0.0,CLYNCH,SEAN
712,Chris Binns,Male,White,,,No,No,Washington,8/2/22,Representative,6,11074,12,Lost,0,0,,No comment,No,,,,,,,,,White,BINNS,CHRIS,CHRIS,BINNS,0,[],H2WA06178,"BINNS, CHRIS RAYMOND",C,2,REP,5050.0,0.0,4280.31,0.0,856.31,1626.0,0.0,3800.0,0.0,0.0,0.0,7800.0,1250.0,WA,6.0,,,,,,0.0,0.0,07/13/2022,0.0,0.0,BINNS,CHRIS
713,Elizabeth Kreiselmaier,Female,White,,,No,No,Washington,8/2/22,Representative,6,54621,61,Won,0,0,,Avoided answering,No,,,,,,,,,White,KREISELMAIER,ELIZABETH,ELIZABETH,KREISELMAIER,0,[],H0WA06081,"KREISELMAIER, ELIZABETH",C,2,REP,426186.56,0.0,428181.47,0.0,11015.44,9020.53,87.0,15000.0,0.0,10500.0,0.0,16500.0,398403.72,WA,6.0,,,,,,10000.0,2500.0,12/31/2022,0.0,0.0,KREISELMAIER,ELIZABETH
714,Paul Glumaz,Male,Latino,,,No,No,Washington,8/2/22,Representative,7,10982,41,Lost,0,0,,Fully denied,No,,,,,,,,,Latino,GLUMAZ,PAUL,PAUL,GLUMAZ,0,['Latino (Mexican)'],H2WA07119,"GLUMAZ, PAUL",C,2,REP,19435.0,0.0,17374.03,0.0,0.0,2060.97,25.0,500.0,0.0,0.0,0.0,1293.14,18910.0,WA,7.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,GLUMAZ,PAUL
715,Reagan Dunn,Male,White,,,No,No,Washington,8/2/22,Representative,8,29494,29,Lost,0,0,,Fully accepted,No,,,,,,,,,White,DUNN,REAGAN,REAGAN,DUNN,0,[],H2WA08208,"DUNN, REAGAN B",C,2,REP,884606.95,0.0,884606.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843606.85,WA,8.0,,,,,,41000.0,0.0,09/30/2022,156387.0,0.0,DUNN,REAGAN
716,Matt Larkin,Male,White,,,No,No,Washington,8/2/22,Representative,8,34684,35,Won,0,0,,Avoided answering,No,,,,,,,,,White,LARKIN,MATT,MATT,LARKIN,0,[],H2WA08182,"LARKIN, MATT MR",C,2,REP,2810552.79,191992.63,2806614.15,84132.72,0.0,3938.64,5800.0,1287441.95,0.0,128941.95,0.0,1158500.0,1166668.21,WA,8.0,,,,,,153650.0,5000.0,12/31/2022,2350.0,900.0,LARKIN,MATT
717,Jesse Jensen,Male,White,,,No,No,Washington,8/2/22,Representative,8,26350,26,Lost,0,0,,Raised questions,No,,,,,,,,,White,JENSEN,JESSE,JESSE,JENSEN,0,[],H0WA08103,"JENSEN, JESSE",C,2,REP,0.0,0.0,1422.56,0.0,1422.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,8.0,,,,,,0.0,0.0,03/15/2021,0.0,0.0,JENSEN,JESSE
718,Scott Stephenson,Male,White,,,No,No,Washington,8/2/22,Representative,8,7954,8,Lost,0,0,,Fully denied,No,,,,,,,,,White,STEPHENSON,SCOTT,SCOTT,STEPHENSON,0,[],H2WA08216,"STEPHENSON, SCOTT",C,2,REP,305812.26,0.0,309760.53,0.0,0.0,0.0,277966.0,0.0,0.0,0.0,0.0,0.0,27846.26,WA,8.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,STEPHENSON,SCOTT
719,Sea M. Chan,Male,Asian,,,No,No,Washington,8/2/22,Representative,9,5338,14,Lost,0,0,,No comment,No,,,,,,,,,Asian,CHAN,SEA,SEA,CHAN,0,['Asian (Chinese)'],H2WA09156,"CHAN, SEA",C,2,REP,41866.47,0.0,16278.47,0.0,-825.2,6665.07,100.0,30500.0,0.0,0.0,0.0,30500.0,11266.34,WA,9.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,CHAN,SEA
720,Seth D. Pedersen,Male,White,,,No,No,Washington,8/2/22,Representative,9,4781,12,Lost,0,0,,No comment,No,,,,,,,,,White,PEDERSEN,SETH,SETH,PEDERSEN,0,[],H2WA09198,"PEDERSEN, SETH",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,9.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,PEDERSEN,SETH
721,Keith R. Swank,Male,White,,,No,No,Washington,8/2/22,Representative,10,55231,84,Won,0,0,,Fully denied,No,,,,,,,,,White,SWANK,KEITH,KEITH,SWANK,0,[],H2WA08166,"SWANK, KEITH ROLAND",C,2,REP,185895.22,0.0,186835.18,0.0,2326.92,1386.96,2750.0,0.0,0.0,0.0,0.0,0.0,171005.77,WA,10.0,,,,,,11500.0,100.0,12/31/2022,0.0,0.0,SWANK,KEITH
722,Diana Lynn Harshbarger,Female,White,,,Yes,No,Tennessee,8/4/22,Representative,1,43761,100,Won,0,0,,Fully denied,Yes,9/19/21,,,,,Yes,Yes,,White,HARSHBARGER,DIANA,DIANA,HARSHBARGER,2,[],H0TN01118,"HARSHBARGER, DIANA",I,2,REP,2000622.04,19563.6,1323357.17,27500.0,257845.83,935110.7,0.0,0.0,0.0,0.0,0.0,1456793.0,1314125.06,TN,1.0,,,,,,474270.0,0.0,12/31/2022,11999.33,0.0,HARSHBARGER,DIANA
723,Tim Burchett,Male,White,,,Yes,No,Tennessee,8/4/22,Representative,2,56880,100,Won,0,0,,Fully denied,No,,,,,,,,,White,BURCHETT,TIM,TIM,BURCHETT,0,[],H8TN02119,"BURCHETT, TIM",I,2,REP,1427400.67,0.0,1194820.64,10000.0,593677.72,826257.75,0.0,0.0,0.0,0.0,0.0,209.9,1250259.58,TN,2.0,,,,,,171450.0,250.0,12/31/2022,12635.0,2500.0,BURCHETT,TIM
724,Sandy Casey,Female,White,,,No,Yes,Tennessee,8/4/22,Representative,3,13609,21,Lost,0,0,,Raised questions,No,,,,,,,,,White,CASEY,SANDY,SANDY,CASEY,0,[],H2TN03243,"CASEY, SANDY FOR",C,2,REP,21654.63,0.0,18780.79,0.0,0.0,3113.54,13717.5,404.7,0.0,0.0,0.0,404.7,7532.43,TN,3.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,CASEY,SANDY
725,Scott DesJarlais,Male,White,,,Yes,No,Tennessee,8/4/22,Representative,4,60699,100,Won,0,0,,Fully denied,No,,,,,,,,,White,DESJARLAIS,SCOTT,SCOTT,DESJARLAIS,0,[],H0TN04195,"DESJARLAIS, SCOTT HON.",I,2,REP,174860.33,0.0,161447.05,0.0,302649.35,316062.63,0.0,0.0,0.0,0.0,0.0,0.0,68441.07,TN,4.0,,,,,,104500.0,0.0,12/31/2022,2500.0,0.0,DESJARLAIS,SCOTT
726,Geni Batchelor,Female,White,,,No,No,Tennessee,8/4/22,Representative,5,1017,2,Lost,0,0,,No comment,No,,,,,,No,No,,White,BATCHELOR,GENI,GENI,BATCHELOR,0,[],H2TN05396,"BATCHELOR, GENI MRS.",O,2,REP,21439.07,0.0,18846.7,0.0,0.0,2592.37,0.0,15438.0,0.0,0.0,0.0,15438.0,5771.78,TN,5.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,BATCHELOR,GENI
727,Jeff Beierlein,Male,White,,,No,No,Tennessee,8/4/22,Representative,5,4093,7,Lost,0,0,,No comment,No,,,,,,No,No,,White,BEIERLEIN,JEFF,JEFF,BEIERLEIN,0,[],H2TN05479,"BEIERLEIN, JEFF",O,2,REP,202152.76,0.0,202152.76,0.0,0.0,0.0,0.0,150000.0,0.0,5483.29,0.0,144516.71,47078.76,TN,5.0,,,,,,5000.0,0.0,12/31/2022,0.0,0.0,BEIERLEIN,JEFF
728,Natisha Brooks,Female,Black,,,No,No,Tennessee,8/4/22,Representative,5,1747,3,Lost,0,0,,No comment,No,,,,,,No,No,,Black,BROOKS,NATISHA,NATISHA,BROOKS,0,[],H2TN05347,"BROOKS, NATISHA LOUISE",O,2,REP,111258.91,0.0,39651.06,0.0,1016.47,20815.58,976.0,0.0,0.0,0.0,0.0,0.0,109729.95,TN,5.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BROOKS,NATISHA
