,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee,Biden,Race,Lastname_x,Firstname_x,Num Endorcements,Ethnicity,Fuzzy_Firstname,Fuzzy_Lastname,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
323,Angela Geter,Female,Black,,,No,No,South Carolina,6/14/2022,Senator,,55281,32,Lost,0,0,,,,,,,,,,,False,Black,GETER,ANGELA,0,[],ANGELA,GETER,S2SC00111,"GETER, ANGELA MS",C,1,DEM,17173.0,0.0,17118.19,0.0,0.0,54.81,0.0,5300.0,0.0,0.0,0.0,5300.0,11873.0,SC,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,GETER,ANGELA
324,Krystle Matthews,Female,Black,,,No,No,South Carolina,6/14/2022,Senator,,57278,33,Made runoff,25300,56,Won,,,,,,,,,,False,Black,MATTHEWS,KRYSTLE,0,[],KRYSTLE,MATTHEWS,S2SC00103,"MATTHEWS, KRYSTLE",C,1,DEM,135365.58,0.0,94233.67,0.0,0.0,35162.64,30.0,0.0,0.0,0.0,0.0,30299.05,131770.58,SC,0.0,,,,,,0.0,3565.0,12/31/2022,500.0,0.0,MATTHEWS,KRYSTLE
325,Annie Andrews,Female,White,,,No,No,South Carolina,6/14/2022,Representative,1,1,100,Won,0,0,,,,,,,,,,,False,White,ANDREWS,ANNIE,0,[],ANNIE,ANDREWS,H2SC01127,"ANDREWS, ANNIE DR.",C,1,DEM,2038067.55,0.0,1982884.26,0.0,0.0,55183.29,5800.0,0.0,0.0,0.0,0.0,0.0,2005492.47,SC,1.0,,,,,,25400.0,0.0,12/31/2022,9972.09,0.0,ANDREWS,ANNIE
326,Kevin Eckert,Male,White,,,No,No,South Carolina,6/14/2022,Representative,5,8274,42,Lost,0,0,,,,,,,,,,,False,White,ECKERT,KEVIN,0,[],KEVIN,ECKERT,H2SC05094,"ECKERT, KEVIN",C,1,DEM,16378.66,0.0,14843.06,0.0,1139.54,2675.14,0.0,510.46,6000.0,0.0,186.61,6323.85,9868.2,SC,5.0,,,,,,0.0,0.0,05/25/2022,0.0,0.0,ECKERT,KEVIN
327,"James E. ""Jim"" Clyburn",Male,Black,,,Yes,No,South Carolina,6/14/2022,Representative,6,48729,88,Won,0,0,,,,,,,,,,,False,Black,CLYBURN,JAMES,0,[],JAMES,CLYBURN,H2SC02042,"CLYBURN, JAMES E.",I,1,DEM,3592375.11,0.0,3278334.83,0.0,1980495.33,2294535.61,0.0,0.0,0.0,0.0,0.0,0.0,1530734.49,SC,6.0,,,,,,2056500.0,0.0,12/31/2022,8666.12,12000.0,CLYBURN,JAMES
328,"Gregg ""Marcel"" Dixon",Male,Black,,,No,Yes,South Carolina,6/14/2022,Representative,6,2503,5,Lost,0,0,,,,,,,,,,,False,Black,DIXON,GREGG,0,[],GREGG,DIXON,H2SC06134,"DIXON, GREGG MARCEL",C,1,DEM,253739.51,0.0,235700.97,0.0,0.0,18038.54,2935.16,0.0,0.0,0.0,0.0,0.0,250804.35,SC,6.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,DIXON,GREGG
329,Joe Cunningham,Male,White,,,No,No,South Carolina,6/14/2022,Governor,,102473,56,Won,0,0,,,,,,,,,,,False,White,CUNNINGHAM,JOE,0,[],JOE,CUNNINGHAM,H8SC01116,"CUNNINGHAM, JOE",I,1,DEM,19402.0,0.0,25773.75,0.0,6371.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3902.0,SC,1.0,,,,,,0.0,0.0,04/07/2021,-1570.18,0.0,CUNNINGHAM,JOE
330,Katrina Christiansen,Female,White,,,No,No,North Dakota,6/14/2022,Senator,,17187,77,Won,0,0,,,,,,,,,,,False,White,CHRISTIANSEN,KATRINA,0,[],KATRINA,CHRISTIANSEN,S2ND00123,"CHRISTIANSEN, KATRINA",C,1,DEM,112995.97,0.0,109734.68,0.0,0.0,3261.29,2750.0,0.0,0.0,0.0,0.0,0.0,99715.97,ND,0.0,,,,,,9300.0,750.0,12/31/2022,0.0,0.0,CHRISTIANSEN,KATRINA
331,Michael J. Steele,Male,White,,,No,No,North Dakota,6/14/2022,Senator,,5174,23,Lost,0,0,,,,,,,,,,,False,White,STEELE,MICHAEL,0,[],MICHAEL,STEELE,S2ND00107,"STEELE, MICHAEL REVEREND",C,1,DEM,789.28,0.0,1579.46,0.0,372.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.28,ND,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,STEELE,MICHAEL
332,Mark Haugen,Male,White,,,No,No,North Dakota,6/14/2022,Representative,At-Large,21897,100,Won,0,0,,,,,,,,,,,False,White,HAUGEN,MARK,0,[],MARK,HAUGEN,H2ND01014,"HAUGEN, MARK",C,1,DEM,24637.49,0.0,23444.68,6250.0,0.0,1192.81,1274.49,0.0,0.0,0.0,0.0,0.0,23313.0,ND,0.0,,,,,,50.0,0.0,09/20/2022,0.0,0.0,HAUGEN,MARK
333,Elaine G. Luria,Female,White,,,Yes,No,Virginia,6/21/2022,Representative,2,1,100,Won,0,0,,Yes,,,,,,,,,False,White,LURIA,ELAINE,1,[],ELAINE,LURIA,H8VA02111,"LURIA, ELAINE",I,1,DEM,10795195.37,979369.89,10655436.08,0.0,142174.74,281934.03,0.0,0.0,0.0,0.0,0.0,0.0,8236372.24,VA,2.0,,,,,,1562606.94,10750.0,12/31/2022,94185.72,5833.33,LURIA,ELAINE
334,"Robert C. ""Bobby"" Scott",Male,Black,,,Yes,No,Virginia,6/21/2022,Representative,3,1,100,Won,0,0,,,,,,,,,,,False,Black,SCOTT,ROBERT,0,[],ROBERT,SCOTT,H6VA01117,"SCOTT, ROBERT C",I,1,DEM,851699.46,0.0,856029.9,0.0,212393.19,192336.91,0.0,0.0,0.0,0.0,0.0,3191.43,350519.46,VA,3.0,,,,,,497700.0,0.0,12/31/2022,1000.0,0.0,SCOTT,ROBERT
335,Joshua M. Throneburg,Male,White,,,No,No,Virginia,6/21/2022,Representative,5,1,100,Won,0,0,,,,,,,,,,,False,White,THRONEBURG,JOSHUA,0,[],JOSHUA,THRONEBURG,H2VA05091,"THRONEBURG, JOSHUA",C,1,DEM,879916.53,0.0,861816.15,0.0,0.0,18100.38,32290.64,50000.0,0.0,0.0,0.0,50000.0,785612.79,VA,5.0,,,,,,10588.59,0.0,12/31/2022,1836.88,0.0,THRONEBURG,JOSHUA
336,Abigail A. Spanberger,Female,White,,,Yes,No,Virginia,6/21/2022,Representative,7,1,100,Won,0,0,,Yes,,,,,,,,,False,White,SPANBERGER,ABIGAIL,1,[],ABIGAIL,SPANBERGER,H8VA07094,"SPANBERGER, ABIGAIL",I,1,DEM,9083201.29,886727.54,9384948.4,0.0,582133.15,280386.04,0.0,0.0,0.0,0.0,0.0,0.0,6883637.77,VA,7.0,,,,,,1293670.16,10000.0,12/31/2022,86569.5,8748.0,SPANBERGER,ABIGAIL
337,Victoria I. Virasingh,Female,Latino,Asian,,No,Yes,Virginia,6/21/2022,Representative,8,11583,23,Lost,0,0,,,,,,,,,,,False,Asian Latino,VIRASINGH,VICTORIA,0,"['Latino (Ecuadorian)', 'Asian (Indian)']",VICTORIA,VIRASINGH,H2VA08145,"VIRASINGH, VICTORIA",C,1,DEM,252873.92,0.0,250507.63,0.0,0.0,2366.29,8071.77,0.0,0.0,0.0,0.0,13635.02,226013.07,VA,8.0,,,,,,15650.0,0.0,12/31/2022,4200.0,5000.0,VIRASINGH,VICTORIA
338,Jennifer T. Wexton,Female,White,,,Yes,No,Virginia,6/21/2022,Representative,10,1,100,Won,0,0,,Yes,,,,,,,,,False,White,WEXTON,JENNIFER,1,[],JENNIFER,WEXTON,H8VA10106,"WEXTON, JENNIFER",I,1,DEM,3879207.28,306223.56,5764903.14,0.0,2140698.29,255002.43,0.0,0.0,0.0,0.0,0.0,0.0,2634503.3,VA,10.0,,,,,,888611.83,10497.0,12/31/2022,47012.84,900.0,WEXTON,JENNIFER
339,"Gerald E. ""Gerry"" Connolly",Male,White,,,Yes,No,Virginia,6/21/2022,Representative,11,1,100,Won,0,0,,,,,,,,,,,False,White,CONNOLLY,GERALD,0,[],GERALD,CONNOLLY,H8VA11062,"CONNOLLY, GERALD EDWARD",I,1,DEM,2101438.62,0.0,1840860.08,0.0,2891920.55,3152499.09,0.0,0.0,0.0,0.0,0.0,0.0,1247021.45,VA,11.0,,,,,,827890.0,10000.0,12/31/2022,5558.1,1800.0,CONNOLLY,GERALD
340,Michael Bennet,Male,Unknown,,,Yes,No,Colorado,6/28/2022,Senator,,1,100,Won,0,0,,,,,,,,,,,False,Unknown,BENNET,MICHAEL,0,[],MICHAEL,BENNET,P00011833,"BENNET, MICHAEL F.",C,1,DEM,210.28,0.0,3590.88,0.0,3864.37,483.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0.0,,,,,,0.0,0.0,08/06/2021,0.0,0.0,BENNET,MICHAEL
342,Diana DeGette,Female,White,,,Yes,No,Colorado,6/28/2022,Representative,1,79391,81,Won,0,0,,,,,,,,,,,False,White,DEGETTE,DIANA,0,[],DIANA,DEGETTE,H6CO01141,"DEGETTE, DIANA L",I,1,DEM,1151100.27,0.0,1079632.86,0.0,277372.77,348840.18,0.0,0.0,0.0,0.0,0.0,0.0,468187.33,CO,1.0,,,,,,682177.24,0.0,12/31/2022,5570.0,3000.0,DEGETTE,DIANA
343,Neal Walia,Male,Asian,,,No,Yes,Colorado,6/28/2022,Representative,1,18472,19,Lost,0,0,,,,,,,,,,,False,Asian,WALIA,NEAL,0,['Asian (Indian)'],NEAL,WALIA,H2CO01199,"WALIA, NEAL",C,1,DEM,193175.88,0.0,193177.69,0.0,0.0,-1.81,2800.0,0.0,0.0,0.0,0.0,0.0,190375.88,CO,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,WALIA,NEAL
344,Adam Frisch,Male,White,,,No,No,Colorado,6/28/2022,Representative,3,25751,42,Won,0,0,,,,,,,,,,,False,White,FRISCH,ADAM,0,[],ADAM,FRISCH,H2CO03351,"FRISCH, ADAM",C,1,DEM,6710480.34,0.0,6345170.07,0.0,0.0,365310.27,0.0,2215000.0,0.0,2215000.0,0.0,7813.05,4349325.8,CO,3.0,,,,,,62500.0,0.0,12/31/2022,28449.95,0.0,FRISCH,ADAM
345,Michael C. Colombe,Male,White,,,No,No,Colorado,6/28/2022,Representative,5,20237,45,Lost,0,0,,,,,,,,,,,False,White,COLOMBE,MICHAEL,0,[],MICHAEL,COLOMBE,H2CO05190,"COLOMBE, MICHAEL CHRISTOPHER MR",C,1,DEM,32430.0,0.0,7079.8,0.0,3685.31,29383.56,8073.38,0.0,0.0,0.0,0.0,11200.33,13323.85,CO,5.0,,,,,,0.0,0.0,07/15/2022,0.0,0.0,COLOMBE,MICHAEL
346,Jason Crow,Male,White,,,Yes,No,Colorado,6/28/2022,Representative,6,1,100,Won,0,0,,,,,,,,,,,False,White,CROW,JASON,0,[],JASON,CROW,H8CO06229,"CROW, JASON",I,1,DEM,2734127.98,79802.44,2441847.04,60000.0,1289004.76,1581285.7,0.0,0.0,0.0,0.0,0.0,0.0,2296194.68,CO,6.0,,,,,,338251.51,0.0,12/31/2022,34491.0,0.0,CROW,JASON
347,Brittany Pettersen,Female,White,,,No,No,Colorado,6/28/2022,Representative,7,1,100,Won,0,0,,Yes,,,,,,,,Yes,False,White,PETTERSEN,BRITTANY,2,[],BRITTANY,PETTERSEN,H8CO07045,"PETTERSEN, BRITTANY LOUISE MS.",O,1,DEM,2883823.65,120921.89,2923256.58,0.0,47833.0,8400.07,0.0,0.0,0.0,0.0,0.0,0.0,2121434.58,CO,7.0,,,,,,617982.66,10600.0,12/31/2022,10064.85,2000.0,PETTERSEN,BRITTANY
348,Yadira Caraveo,Female,Latino,,,No,No,Colorado,6/28/2022,Representative,8,1,100,Won,0,0,,Yes,,,,,,,,Yes,False,Latino,CARAVEO,YADIRA,2,['Latino (Mexican)'],YADIRA,CARAVEO,H2CO08020,"CARAVEO, YADIRA",O,1,DEM,3563279.53,139513.03,3545737.71,0.0,0.0,17541.82,0.0,0.0,0.0,0.0,0.0,0.0,2827479.6,CO,8.0,,,,,,585982.79,7824.83,12/31/2022,27500.55,7000.0,CARAVEO,YADIRA
349,"Jacqueline ""Jacqui"" Collins",Female,Black,,,No,No,Illinois,6/28/2022,Representative,1,9299,12,Lost,0,0,,,,,,No,,No,,,False,Black,COLLINS,JACQUELINE,0,[],JACQUELINE,COLLINS,H2IL01315,"COLLINS, JACQUELINE",O,1,DEM,252147.0,0.0,251614.33,0.0,0.0,532.67,100.0,26175.0,0.0,0.0,0.0,26175.0,202372.0,IL,1.0,,,,,,23500.0,0.0,12/31/2022,9760.0,0.0,COLLINS,JACQUELINE
350,Cassandra Goodrum,Female,Black,,,No,No,Illinois,6/28/2022,Representative,1,1422,2,Lost,0,0,,,,,,No,,No,,,False,Black,GOODRUM,CASSANDRA,0,[],CASSANDRA,GOODRUM,H2IL01265,"GOODRUM, CASSANDRA ATTORNEY",O,1,DEM,37672.0,0.0,25942.68,0.0,475.0,12204.32,17000.0,13050.0,0.0,0.0,0.0,13050.0,7622.0,IL,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,GOODRUM,CASSANDRA
351,Jonathan L. Jackson,Male,Black,,,No,No,Illinois,6/28/2022,Representative,1,21607,28,Won,0,0,,,,,,Yes,,Yes,,,True,Black,JACKSON,JONATHAN,2,[],JONATHAN,JACKSON,H2IL01349,"JACKSON, JONATHAN",O,1,DEM,793218.64,34570.29,792115.44,0.0,0.0,1103.2,0.0,75000.0,0.0,0.0,0.0,110736.18,551295.5,IL,1.0,,,,,,131870.0,0.0,12/31/2022,3700.0,0.0,JACKSON,JONATHAN
352,Jahmal Cole,Male,Black,,,No,No,Illinois,6/28/2022,Representative,1,4045,5,Lost,0,0,,,,,,No,,No,,,False,Black,COLE,JAHMAL,0,[],JAHMAL,COLE,H2IL01208,"COLE, JAHMAL",O,1,DEM,157646.75,0.0,156064.48,0.0,0.0,1582.27,0.0,100.0,0.0,0.0,0.0,100.0,155402.0,IL,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,COLE,JAHMAL
353,Karin Norington-Reaves,Female,Black,,,No,No,Illinois,6/28/2022,Representative,1,10825,14,Lost,0,0,,,,,,No,,No,,,False,Black,NORINGTON-REAVES,KARIN,0,[],KARIN,NORINGTON-REAVES,H2IL01364,"NORINGTON-REAVES, KARIN M",O,1,DEM,549603.86,0.0,548413.84,0.0,0.0,1190.02,0.0,0.0,0.0,0.0,0.0,0.0,468582.7,IL,1.0,,,,,,78500.0,0.0,07/31/2022,22225.0,5000.0,NORINGTON-REAVES,KARIN
354,Terre Layng Rosner,Female,White,,,No,No,Illinois,6/28/2022,Representative,1,780,1,Lost,0,0,,,,,,No,,No,,,False,White,ROSNER,TERRE,0,[],TERRE,ROSNER,H2IL01414,"ROSNER, TERRE LAYNG",O,1,DEM,16606.13,0.0,16606.13,0.0,2747.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14195.13,IL,1.0,,,,,,500.0,0.0,07/07/2022,0.0,0.0,ROSNER,TERRE
355,Ameena Matthews,Female,Black,,,No,No,Illinois,6/28/2022,Representative,1,686,1,Lost,0,0,,,,,,No,,No,,,False,Black,MATTHEWS,AMEENA,0,[],AMEENA,MATTHEWS,H0IL01210,"MATTHEWS, AMEENA",O,1,DEM,33894.41,0.0,33852.71,0.0,0.0,41.7,0.0,1250.0,0.0,0.0,0.0,1250.0,32644.41,IL,1.0,,,,,,0.0,0.0,06/30/2022,12528.0,0.0,MATTHEWS,AMEENA
356,Charise A. Williams,Female,Black,,,No,No,Illinois,6/28/2022,Representative,1,1601,2,Lost,0,0,,,,,,No,,No,,,False,Black,WILLIAMS,CHARISE,0,[],CHARISE,WILLIAMS,H2IL01372,"WILLIAMS, CHARISE A",O,1,DEM,163255.61,0.0,158349.89,0.0,0.0,2405.72,0.0,0.0,0.0,0.0,0.0,0.0,163255.61,IL,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,WILLIAMS,CHARISE
357,Jonathan T. Swain,Male,Black,,,No,No,Illinois,6/28/2022,Representative,1,2554,3,Lost,0,0,,,,,,No,,No,,,False,Black,SWAIN,JONATHAN,0,[],JONATHAN,SWAIN,H2IL01331,"SWAIN, JONATHAN",O,1,DEM,576438.07,0.0,570734.88,0.0,0.0,5703.19,18671.96,60000.0,0.0,0.0,0.0,136650.16,491624.11,IL,1.0,,,,,,0.0,0.0,12/31/2022,50725.0,0.0,SWAIN,JONATHAN
358,Robin Kelly,Female,Black,,,Yes,No,Illinois,6/28/2022,Representative,2,1,100,Won,0,0,,,,,,,,,,,False,Black,KELLY,ROBIN,0,[],ROBIN,KELLY,H2IL02172,"KELLY, ROBIN",I,1,DEM,1746109.48,5754.21,1313357.52,0.0,1014412.77,1447164.73,0.0,0.0,0.0,0.0,0.0,0.0,669811.89,IL,2.0,,,,,,1063050.0,0.0,12/31/2022,10080.0,1000.0,KELLY,ROBIN
359,Delia Ramirez,Female,Latino,,,No,No,Illinois,6/28/2022,Representative,3,37296,66,Won,0,0,,Yes,,Yes,,Yes,,Yes,,,True,Latino,RAMIREZ,DELIA,4,['Latino (Guatemalan)'],DELIA,RAMIREZ,H2IL03162,"RAMIREZ, DELIA",C,1,DEM,990197.28,10580.64,871494.95,0.0,0.0,118702.33,15.0,0.0,0.0,0.0,0.0,0.0,639890.84,IL,3.0,,,,,,339546.0,0.0,12/31/2022,441.67,3000.0,RAMIREZ,DELIA
360,"Gilbert ""Gil"" Villegas",Male,Latino,,,No,No,Illinois,6/28/2022,Representative,3,12990,23,Lost,0,0,,No,,No,,No,,No,,,False,Latino,VILLEGAS,GILBERT,0,[],GILBERT,VILLEGAS,H2IL03154,"VILLEGAS, GILBERT",C,1,DEM,1138665.35,0.0,1128995.99,0.0,0.0,9669.36,0.0,0.0,0.0,0.0,0.0,0.0,1037249.79,IL,3.0,,,,,,100150.0,0.0,09/30/2022,146400.0,0.0,VILLEGAS,GILBERT
361,Juan Enrique Aguirre,Male,Latino,,,No,No,Illinois,6/28/2022,Representative,3,2175,4,Lost,0,0,,No,,No,,No,,No,,,False,Latino,AGUIRRE,JUAN,0,[],JUAN,AGUIRRE,H2IL03188,"AGUIRRE, JUAN ENRIQUE",C,1,DEM,11172.05,0.0,10752.05,0.0,0.0,420.0,5236.05,0.0,0.0,0.0,0.0,0.0,5936.0,IL,3.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,AGUIRRE,JUAN
362,Iymen H. Chehade,Male,Middle Eastern,,,No,No,Illinois,6/28/2022,Representative,3,3719,7,Lost,0,0,,No,,No,,No,,No,,,False,Middle Eastern,CHEHADE,IYMEN,0,['Eastern (Palestinian)'],IYMEN,CHEHADE,H2IL03170,"CHEHADE, IYMEN",C,1,DEM,159339.97,0.0,156601.82,0.0,0.0,-886.56,2500.0,0.0,0.0,0.0,0.0,0.0,156838.78,IL,3.0,,,,,,0.0,0.0,12/31/2022,3110.0,0.0,CHEHADE,IYMEN
363,"Jesus ""Chuy"" Garcia",Male,Latino,,,Yes,No,Illinois,6/28/2022,Representative,4,1,100,Won,0,0,,,,,,,,,,,False,Latino,GARCIA,JESUS,0,['Latino (Mexican)'],JESUS,GARCIA,H8IL04134,"GARCIA, JESUS",I,1,DEM,938958.69,0.0,1040691.1,0.0,126757.2,25024.79,0.0,0.0,0.0,0.0,0.0,0.0,458864.49,IL,4.0,,,,,,445500.0,0.0,12/31/2022,9458.28,3500.0,GARCIA,JESUS
364,Mike Quigley,Male,White,,,Yes,No,Illinois,6/28/2022,Representative,5,1,100,Won,0,0,,,,,,,,,,,False,White,QUIGLEY,MIKE,0,[],MIKE,QUIGLEY,H0IL05096,"QUIGLEY, MIKE",I,1,DEM,1053627.4,0.0,890515.2,0.0,1022348.14,1185460.34,0.0,0.0,0.0,0.0,0.0,0.0,305123.56,IL,5.0,,,,,,748500.0,0.0,12/31/2022,0.0,0.0,QUIGLEY,MIKE
365,Marie Newman,Female,White,,,Yes,Yes,Illinois,6/28/2022,Representative,6,19726,29,Lost,0,0,,Yes,Yes,Yes,Yes,,,,,,True,White,NEWMAN,MARIE,4,[],MARIE,NEWMAN,H8IL03102,"NEWMAN, MARIE",I,1,DEM,1587957.66,0.0,1690798.2,0.0,102840.54,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1332675.43,IL,6.0,,,,,,238201.01,0.0,12/31/2022,92125.23,23900.0,NEWMAN,MARIE
366,Sean Casten,Male,White,,,Yes,Yes,Illinois,6/28/2022,Representative,6,45654,68,Won,0,0,,No,No,No,No,,,,,,False,White,CASTEN,SEAN,0,[],SEAN,CASTEN,H8IL06139,"CASTEN, SEAN",I,1,DEM,5577460.28,15353.24,5869181.71,0.0,346137.6,54416.17,0.0,0.0,0.0,0.0,0.0,75694.37,4405254.47,IL,6.0,,,,,,1131362.13,2063.06,12/31/2022,42419.69,2500.0,CASTEN,SEAN
367,Charles M. Hughes,Male,White,,,No,Yes,Illinois,6/28/2022,Representative,6,2085,3,Lost,0,0,,No,No,No,No,,,,,,False,White,HUGHES,CHARLES,0,[],CHARLES,HUGHES,H0IL03133,"HUGHES, CHARLES M",C,1,DEM,4809.28,0.0,4417.96,0.0,286.0,494.41,4833.81,22849.47,0.0,427.96,0.0,0.0,0.0,IL,6.0,,,,,,0.0,0.0,01/31/2023,0.0,0.0,HUGHES,CHARLES
368,Danny K. Davis,Male,Black,,,Yes,No,Illinois,6/28/2022,Representative,7,39320,52,Won,0,0,,,No,No,,,No,,,,True,Black,DAVIS,DANNY,0,[],DANNY,DAVIS,H4IL07037,"DAVIS, DANNY K. MR.",I,1,DEM,682447.21,0.0,705651.66,0.0,243171.6,220637.76,0.0,0.0,0.0,0.0,0.0,58954.71,275291.75,IL,7.0,,,,,,403347.76,0.0,12/31/2022,7100.0,0.0,DAVIS,DANNY
369,Kina Collins,Female,Black,,,No,Yes,Illinois,6/28/2022,Representative,7,34574,46,Lost,0,0,,,Yes,Yes,,,Yes,,,,True,Black,COLLINS,KINA,3,[],KINA,COLLINS,H0IL07167,"COLLINS, KINA ISIS",C,1,DEM,3548.25,0.0,6489.36,0.0,2941.11,0.0,0.0,0.0,3548.25,0.0,0.0,4036.41,0.0,IL,7.0,,,,,,0.0,0.0,05/06/2021,350.0,0.0,COLLINS,KINA
370,Junaid Ahmed,Male,Asian,,,No,Yes,Illinois,6/28/2022,Representative,8,12627,30,Lost,0,0,,,,,,Yes,,,,,True,Asian,AHMED,JUNAID,1,[],JUNAID,AHMED,H2IL08146,"AHMED, JUNAID",C,1,DEM,1607396.21,0.0,1578607.28,0.0,0.0,28788.93,130328.98,158500.0,0.0,0.0,0.0,198646.0,1313531.71,IL,8.0,,,,,,750.0,0.0,12/31/2022,58577.0,0.0,AHMED,JUNAID
371,Janice D. Schakowsky,Female,White,,,Yes,No,Illinois,6/28/2022,Representative,9,1,100,Won,0,0,,,,,,,,,,,False,White,SCHAKOWSKY,JANICE,0,[],JANICE,SCHAKOWSKY,H8IL09067,"SCHAKOWSKY, JANICE D",I,1,DEM,1563009.22,0.0,1411358.08,0.0,749054.28,900705.42,0.0,0.0,0.0,0.0,0.0,0.0,1080089.94,IL,9.0,,,,,,473515.0,3500.0,12/31/2022,15780.5,0.0,SCHAKOWSKY,JANICE
372,"Homer ""Chip"" Markel",Male,White,,,No,No,Illinois,6/28/2022,Representative,12,11068,57,Won,0,0,,,,,,,,,,,False,White,MARKEL,HOMER,0,[],HOMER,MARKEL,H2IL12197,"MARKEL, HOMER CHIP MR.",C,1,DEM,65213.29,0.0,62598.57,0.0,0.0,2614.72,0.0,8756.0,0.0,0.0,0.0,8756.0,33700.79,IL,12.0,,,,,,17535.0,5221.5,12/31/2022,0.0,0.0,MARKEL,HOMER
373,Nikki Budzinski,Female,White,,,No,No,Illinois,6/28/2022,Representative,13,31593,76,Won,0,0,,Yes,,,,,,,,Yes,False,White,BUDZINSKI,NIKKI,2,[],NIKKI,BUDZINSKI,H2IL13153,"BUDZINSKI, NIKKI",C,1,DEM,3933506.61,187778.64,3891764.35,0.0,0.0,41742.26,0.0,0.0,0.0,0.0,0.0,0.0,2838628.02,IL,13.0,,,,,,896772.26,10208.16,12/31/2022,36102.59,7700.0,BUDZINSKI,NIKKI
374,David Palmer,Male,Black,,,No,No,Illinois,6/28/2022,Representative,13,10216,24,Lost,0,0,,No,,,,,,,,,False,Black,PALMER,DAVID,0,[],DAVID,PALMER,H2IL13146,"PALMER, DAVID",C,1,DEM,210683.7,0.0,212508.44,0.0,0.0,19696.42,104.13,6500.0,9850.0,1000.0,0.0,250.0,188380.68,IL,13.0,,,,,,5400.0,0.0,06/30/2022,0.0,0.0,PALMER,DAVID
375,Lauren Underwood,Female,Black,,,Yes,No,Illinois,6/28/2022,Representative,14,1,100,Won,0,0,,Yes,,,,,,,,,False,Black,UNDERWOOD,LAUREN,1,[],LAUREN,UNDERWOOD,H8IL14174,"UNDERWOOD, LAUREN",I,1,DEM,6889213.25,332150.15,6640024.95,0.0,537897.85,787086.15,15.95,0.0,0.0,0.0,0.0,0.0,5673221.48,IL,14.0,,,,,,873605.57,10099.87,12/31/2022,52896.32,8000.0,UNDERWOOD,LAUREN
376,Paul J. Lange,Male,White,,,No,No,Illinois,6/28/2022,Representative,15,1,100,Won,0,0,,,,,,,,,,,False,White,LANGE,PAUL,0,[],PAUL,LANGE,H2IL15109,"LANGE, PAUL",C,1,DEM,46211.8,0.0,46211.8,0.0,0.0,0.0,1350.0,1450.0,0.0,1450.0,0.0,0.0,31985.3,IL,15.0,,,,,,2500.0,8199.0,12/31/2022,7.5,0.0,LANGE,PAUL
377,Litesa Wallace,Female,Black,,,No,No,Illinois,6/28/2022,Representative,17,9103,23,Lost,0,0,,,,Yes,,Yes,,,,,True,Black,WALLACE,LITESA,2,[],LITESA,WALLACE,H2IL17139,"WALLACE, LITESA",O,1,DEM,223732.43,0.0,223648.68,0.0,0.0,83.75,20116.91,0.0,28000.0,0.0,0.0,33313.25,149788.04,IL,17.0,,,,,,25250.0,0.0,12/31/2022,7400.0,0.0,WALLACE,LITESA
378,Eric Sorensen,Male,White,,,No,No,Illinois,6/28/2022,Representative,17,14702,38,Won,0,0,,,,No,,No,,,,,False,White,SORENSEN,ERIC,0,[],ERIC,SORENSEN,H2IL17147,"SORENSEN, ERIC",O,1,DEM,3120058.37,193595.89,3079130.34,0.0,0.0,40928.03,0.0,0.0,0.0,0.0,0.0,0.0,2497170.84,IL,17.0,,,,,,418776.62,10000.0,12/31/2022,39908.67,1100.0,SORENSEN,ERIC
